HGNC ID	Approved Symbol	Approved Name	RefSeq IDs	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)
HGNC:37995	PABPC1P13	poly(A) binding protein cytoplasmic 1 pseudogene 13	NG_006145	644758	NG_006145
HGNC:8555	PABPC2~withdrawn	symbol withdrawn, see PABPC1			
HGNC:8556	PABPC3	poly(A) binding protein cytoplasmic 3	NM_030979	5042	NM_030979
HGNC:8557	PABPC4	poly(A) binding protein cytoplasmic 4	NM_001135653	8761	NM_001135653
HGNC:31955	PABPC4L	poly(A) binding protein cytoplasmic 4 like	NM_001114734	132430	NM_001114734
HGNC:13629	PABPC5	poly(A) binding protein cytoplasmic 5	NM_080832	140886	NM_080832
HGNC:31845	PABPC5-AS1	PABPC5 antisense RNA 1		102724167	NR_110659
HGNC:8561	PABPCP4~withdrawn	symbol withdrawn, see PABPC1P2			
HGNC:8562	PABPL1~withdrawn	symbol withdrawn, see PABPC1P10			
HGNC:8564	PABPL3~withdrawn	symbol withdrawn, see PABPC3			
HGNC:8565	PABPN1	poly(A) binding protein nuclear 1	NM_004643	8106	NM_001360551
HGNC:37237	PABPN1L	poly(A) binding protein nuclear 1 like, cytoplasmic	NM_001080487	390748	NM_001080487
HGNC:8566	PABX	pseudoautosomal boundary region, X-linked		5043	
HGNC:8567	PABY	pseudoautosomal boundary region, Y-linked		5044	
HGNC:50552	PACERR	PTGS2 antisense NFKB1 complex-mediated expression regulator RNA	NR_125801	103752588	NR_125801
HGNC:19152	PACRG	parkin coregulated	NM_152410	135138	NM_001080378
HGNC:27772	PACRG-AS1	PACRG antisense RNA 1	NR_028390	285796	NR_028390
HGNC:40871	PACRG-AS2	PACRG antisense RNA 2	NR_110871	101929239	NR_110871
HGNC:52053	PACRG-AS3	PACRG antisense RNA 3	NR_122120	729658	NR_122120
HGNC:28442	PACRGL	parkin coregulated like	NM_145048	133015	NM_001130727
HGNC:30032	PACS1	phosphofurin acidic cluster sorting protein 1	NM_018026	55690	NM_018026
HGNC:23794	PACS2	phosphofurin acidic cluster sorting protein 2	XM_377355	23241	NM_001100913
HGNC:8570	PACSIN1	protein kinase C and casein kinase substrate in neurons 1		29993	NM_001199583
HGNC:8571	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	NM_007229	11252	NM_001184970
HGNC:8572	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	NM_016223	29763	NM_001184974
HGNC:18367	PADI1	peptidyl arginine deiminase 1	NM_013358	29943	NM_013358
HGNC:18341	PADI2	peptidyl arginine deiminase 2		11240	NM_007365
HGNC:18337	PADI3	peptidyl arginine deiminase 3		51702	NM_016233
HGNC:18368	PADI4	peptidyl arginine deiminase 4	NM_012387	23569	NM_012387
HGNC:18342	PADI5~withdrawn	symbol withdrawn, see PADI4			
HGNC:20449	PADI6	peptidyl arginine deiminase 6	NM_207421	353238	NM_207421
HGNC:8573	PAEP	progestagen associated endometrial protein	NM_001018049	5047	NM_001018048
HGNC:49600	PAEPP1	progestagen associated endometrial protein pseudogene 1		138159	NG_002768
HGNC:25459	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	NM_019088	54623	NM_001256826
HGNC:8574	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1	NM_000430	5048	NM_000430
HGNC:8577	PAFAH1B1P1	platelet activating factor acetylhydrolase 1b regulatory subunit 1 pseudogene 1		7845	NG_003165
HGNC:8578	PAFAH1B1P2	platelet activating factor acetylhydrolase 1b regulatory subunit 1 pseudogene 2		27002	NG_003167
HGNC:8575	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	NM_002572	5049	NM_001184746
HGNC:8576	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	NM_002573	5050	NM_001145939
HGNC:8579	PAFAH2	platelet activating factor acetylhydrolase 2	NM_000437	5051	NM_000437
HGNC:30043	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	NM_018440	55824	NM_018440
HGNC:8580	PAGA~withdrawn	symbol withdrawn, see PRDX1			
HGNC:8581	PAGB~withdrawn	symbol withdrawn, see PRDX1P1			
HGNC:4107	PAGE1	PAGE family member 1		8712	NM_003785
HGNC:31804	PAGE2	PAGE family member 2	NM_207339	203569	NM_207339
HGNC:31805	PAGE2B	PAGE family member 2B	XM_372224	389860	NM_001015038
HGNC:4110	PAGE3	PAGE family member 3	XM_060054	139793	NM_001017931
HGNC:4108	PAGE4	PAGE family member 4		9506	NM_001318877
HGNC:29992	PAGE5	PAGE family member 5	NM_130467	90737	NM_001013435
HGNC:28707	PAGR1	PAXIP1 associated glutamate rich protein 1	NM_024516	79447	NM_024516
HGNC:8582	PAH	phenylalanine hydroxylase		5053	NM_000277
HGNC:14225	PAI1~withdrawn	symbol withdrawn, see SERPINE1			
HGNC:13896	PAI2~withdrawn	symbol withdrawn, see SERPINB2			
HGNC:8587	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	NM_006452	10606	NM_001079524
HGNC:8588	PAICSP1	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 1		780814	NG_005828
HGNC:8589	PAICSP2	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 2	NG_005829	780815	NG_005829
HGNC:38096	PAICSP3	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 3	NG_005824	780810	NG_005824
HGNC:38097	PAICSP4	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 4	NG_005827	780813	NG_005827
HGNC:38098	PAICSP5	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 5	NG_005825	780811	NG_005825
HGNC:38099	PAICSP6	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 6		780812	NG_005826
HGNC:38100	PAICSP7	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 7	NG_005830	780816	NG_005830
HGNC:16945	PAIP1	poly(A) binding protein interacting protein 1	NM_006451	10605	NM_006451
HGNC:18240	PAIP1P1	poly(A) binding protein interacting protein 1 pseudogene 1		100421582	NG_025805
HGNC:17970	PAIP2	poly(A) binding protein interacting protein 2	NM_016480	51247	NM_001033112
HGNC:29200	PAIP2B	poly(A) binding protein interacting protein 2B	XM_376062	400961	NM_020459
HGNC:8590	PAK1	p21 (RAC1) activated kinase 1	NM_002576	5058	NM_001128620
HGNC:20882	PAK1IP1	PAK1 interacting protein 1	NM_017906	55003	NM_017906
HGNC:8591	PAK2	p21 (RAC1) activated kinase 2	NM_002577	5062	NM_002577
HGNC:8592	PAK3	p21 (RAC1) activated kinase 3	NM_002578	5063	NM_001128166
HGNC:16059	PAK4	p21 (RAC1) activated kinase 4		10298	NM_001014831
HGNC:15916	PAK5	p21 (RAC1) activated kinase 5		57144	NM_020341
HGNC:16061	PAK6	p21 (RAC1) activated kinase 6		56924	NM_001276717
HGNC:8593	PALB~withdrawn	symbol withdrawn, see TTR			
HGNC:26144	PALB2	partner and localizer of BRCA2	NM_024675	79728	NM_024675
HGNC:23530	PALD1	phosphatase domain containing, paladin 1	NM_014431	27143	NM_014431
HGNC:17068	PALLD	palladin, cytoskeletal associated protein	NM_016081	23022	NM_001166108
HGNC:8594	PALM	paralemmin	NM_002579	5064	NM_001040134
HGNC:15845	PALM2	paralemmin 2	NM_001037293	114299	NM_001037293
HGNC:33529	PALM2-AKAP2	PALM2-AKAP2 readthrough		445815	NM_007203
HGNC:33274	PALM3	paralemmin 3	NM_001145028	342979	NM_001145028
HGNC:15846	PALMD	palmdelphin	NM_017734	54873	NM_017734
HGNC:8595	PALS~withdrawn	symbol withdrawn, see CTSC			
HGNC:8596	PAM	peptidylglycine alpha-amidating monooxygenase	NM_000919	5066	NM_000919
HGNC:29679	PAM16	presequence translocase associated motor 16	NM_016069	51025	NM_016069
HGNC:24554	PAMR1	peptidase domain containing associated with muscle regeneration 1	NM_015430	25891	NM_001001991
HGNC:20074	PAN2	poly(A) specific ribonuclease subunit PAN2	NM_014871	9924	NM_001127460
HGNC:29991	PAN3	poly(A) specific ribonuclease subunit PAN3	NM_175854	255967	NM_175854
HGNC:39932	PAN3-AS1	PAN3 antisense RNA 1	NR_029383	100288730	NR_029383
HGNC:52282	PANCR	PITX2 adjacent non-coding RNA	NR_147203	110231149	NR_147203
HGNC:44048	PANDAR	promoter of CDKN1A antisense DNA damage activated RNA	NR_109836	101154753	NR_109836
HGNC:8597	PANG~withdrawn	symbol withdrawn, see CNTN3			
HGNC:8598	PANK1	pantothenate kinase 1		53354	NM_138316
HGNC:15894	PANK2	pantothenate kinase 2	NM_024960	80025	NM_001324191
HGNC:19365	PANK3	pantothenate kinase 3	NM_024594	79646	NM_024594
HGNC:19366	PANK4	pantothenate kinase 4		55229	NM_018216
HGNC:51237	PANO1	proapoptotic nucleolar protein 1	NM_001293167	101927423	NM_001293167
HGNC:49513	PANTR1	POU3F3 adjacent non-coding transcript 1	NR_037883	100506421	NR_037883
HGNC:8599	PANX1	pannexin 1	NM_015368	24145	NM_015368
HGNC:8600	PANX2	pannexin 2	NM_052839	56666	NM_001160300
HGNC:20573	PANX3	pannexin 3		116337	NM_052959
HGNC:20837	PAOX	polyamine oxidase	NM_152911	196743	NM_152911
HGNC:19262	PAPLN	papilin, proteoglycan like sulfated glycoprotein	NM_173462	89932	NM_173462
HGNC:14981	PAPOLA	poly(A) polymerase alpha		10914	NM_001252006
HGNC:15970	PAPOLB	poly(A) polymerase beta	NM_020144	56903	NM_020144
HGNC:14982	PAPOLG	poly(A) polymerase gamma	NM_022894	64895	NM_022894
HGNC:8602	PAPPA	pappalysin 1	NM_002581	5069	NM_002581
HGNC:35152	PAPPA-AS1	PAPPA antisense RNA 1	XR_041634	493913	NR_103711
HGNC:35160	PAPPA-AS2	PAPPA antisense RNA 2		103611155	
HGNC:14615	PAPPA2	pappalysin 2		60676	NM_020318
HGNC:8603	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1		9061	NM_005443
HGNC:8604	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2		9060	NM_001015880
HGNC:30130	PAQR3	progestin and adipoQ receptor family member 3	NM_177453	152559	NM_001040202
HGNC:26386	PAQR4	progestin and adipoQ receptor family member 4	NM_152341	124222	NM_001284511
HGNC:29645	PAQR5	progestin and adipoQ receptor family member 5	NM_017705	54852	NM_001104554
HGNC:30132	PAQR6	progestin and adipoQ receptor family member 6	NM_024897	79957	NM_001272104
HGNC:23146	PAQR7	progestin and adipoQ receptor family member 7	NM_178422	164091	NM_178422
HGNC:15708	PAQR8	progestin and adipoQ receptor family member 8	NM_133367	85315	NM_133367
HGNC:30131	PAQR9	progestin and adipoQ receptor family member 9	NM_198504	344838	NM_198504
HGNC:50861	PAQR9-AS1	PAQR9 antisense RNA 1		101927832	NR_125393
HGNC:53772	PARAL1	PPARG activating RBM14 associated lncRNA 1	NR_109861	101929371	NR_109861
HGNC:16051	PARD3	par-3 family cell polarity regulator	NM_019619	56288	NM_001184785
HGNC:44964	PARD3-AS1	PARD3 antisense RNA 1		100505601	NR_108043
HGNC:14446	PARD3B	par-3 family cell polarity regulator beta	NM_057177	117583	NM_001302769
HGNC:15943	PARD6A	par-6 family cell polarity regulator alpha	NM_016948	50855	NM_001037281
HGNC:16245	PARD6B	par-6 family cell polarity regulator beta	NM_032521	84612	NM_032521
HGNC:16076	PARD6G	par-6 family cell polarity regulator gamma	NM_032510	84552	NM_032510
HGNC:44109	PARD6G-AS1	PARD6G antisense RNA 1	NR_028339	100130522	NR_028339
HGNC:8605	PARG	poly(ADP-ribose) glycohydrolase	NM_003631	8505	NM_001303486
HGNC:45008	PARGP1	poly(ADP-ribose) glycohydrolase pseudogene 1	NG_032736	728407	NR_029388
HGNC:8606	PARK1~withdrawn	symbol withdrawn, see SNCA			
HGNC:8608	PARK3	Parkinson disease 3 (autosomal dominant, Lewy body)		5072	
HGNC:13794	PARK4~withdrawn	symbol withdrawn, see SNCA			
HGNC:13832	PARK5~withdrawn	symbol withdrawn, see UCHL1			
HGNC:13873	PARK6~withdrawn	symbol withdrawn, see PINK1			
HGNC:16369	PARK7	Parkinsonism associated deglycase	NM_007262	11315	NM_001123377
HGNC:16368	PARK8~withdrawn	symbol withdrawn, see LRRK2			
HGNC:17832	PARK9~withdrawn	symbol withdrawn, see ATP13A2			
HGNC:17833	PARK10	Parkinson disease 10 (susceptibility)		170534	
HGNC:17963	PARK11	Parkinson disease 11 (autosomal recessive, early onset)			
HGNC:34510	PARK12	Parkinson disease 12 (susceptibility)		677662	
HGNC:37450	PARK16	Parkinson disease 16 (susceptibility)		100359403	
HGNC:18253	PARL	presenilin associated rhomboid like	NM_018622	55486	NM_001037639
HGNC:24536	PARM1	prostate androgen-regulated mucin-like protein 1	NM_015393	25849	NM_015393
HGNC:8609	PARN	poly(A)-specific ribonuclease	NM_002582	5073	NM_001134477
HGNC:270	PARP1	poly(ADP-ribose) polymerase 1	NM_001618	142	NM_001618
HGNC:275	PARP1P1	poly(ADP-ribose) polymerase 1 pseudogene 1	NG_002655	144	NG_002655
HGNC:276	PARP1P2	poly(ADP-ribose) polymerase 1 pseudogene 2		145	NG_002656
HGNC:272	PARP2	poly(ADP-ribose) polymerase 2		10038	NM_001042618
HGNC:273	PARP3	poly(ADP-ribose) polymerase family member 3	NM_005485.4	10039	NM_001003931
HGNC:271	PARP4	poly(ADP-ribose) polymerase family member 4	NM_006437	143	NM_006437
HGNC:42806	PARP4-AS1~withdrawn	entry withdrawn			
HGNC:18500	PARP4P1	poly(ADP-ribose) polymerase family member 4 pseudogene 1	NG_002802	347613	NG_002802
HGNC:37760	PARP4P2	poly(ADP-ribose) polymerase family member 4 pseudogene 2	NG_011399	645771	NG_011399
HGNC:274	PARP4P3	poly(ADP-ribose) polymerase family member 4 pseudogene 3		107133524	NG_046684
HGNC:26921	PARP6	poly(ADP-ribose) polymerase family member 6	NM_020214	56965	NM_001323515
HGNC:26124	PARP8	poly(ADP-ribose) polymerase family member 8	NM_024615	79668	NM_001178055
HGNC:24118	PARP9	poly(ADP-ribose) polymerase family member 9	NM_031458	83666	NM_001146102
HGNC:25895	PARP10	poly(ADP-ribose) polymerase family member 10	NM_032789	84875	NM_001317895
HGNC:1186	PARP11	poly(ADP-ribose) polymerase family member 11		57097	NM_001286521
HGNC:21919	PARP12	poly(ADP-ribose) polymerase family member 12	NM_022750	64761	NM_022750
HGNC:29232	PARP14	poly(ADP-ribose) polymerase family member 14	NM_017554	54625	NM_017554
HGNC:26876	PARP15	poly(ADP-ribose) polymerase family member 15	NM_152615	165631	NM_001113523
HGNC:26040	PARP16	poly(ADP-ribose) polymerase family member 16	NM_017851	54956	NM_001316943
HGNC:26074	PARPBP	PARP1 binding protein	NM_017915	55010	NM_001319988
HGNC:30563	PARS2	prolyl-tRNA synthetase 2, mitochondrial	NM_152268	25973	NM_152268
HGNC:17263	PART1	prostate androgen-regulated transcript 1	NR_024617	25859	NR_024617
HGNC:50886	PARTICL	promoter of MAT2A antisense radiation-induced circulating long non-coding RNA	NR_038942	100630918	NR_038942
HGNC:14652	PARVA	parvin alpha	NM_018222	55742	NM_018222
HGNC:14653	PARVB	parvin beta	NM_001003828	29780	NM_001003828
HGNC:14654	PARVG	parvin gamma	NM_022141	64098	NM_001137605
HGNC:20686	PASD1	PAS domain containing repressor 1	NM_173493	139135	NM_173493
HGNC:17270	PASK	PAS domain containing serine/threonine kinase	NM_015148	23178	NM_001252119
HGNC:8610	PAST1~withdrawn	symbol withdrawn, see EHD1			
HGNC:8611	PAST2~withdrawn	symbol withdrawn, see EHD2			
HGNC:8612	PAST3~withdrawn	symbol withdrawn, see EHD3			
HGNC:8613	PAST4~withdrawn	symbol withdrawn, see EHD4			
HGNC:24664	PATE1	prostate and testis expressed 1	NM_138294	160065	NM_138294
HGNC:32249	PATE2	prostate and testis expressed 2	NM_212555	399967	NM_212555
HGNC:35426	PATE3	prostate and testis expressed 3	NM_001129883	100169851	NM_001129883
HGNC:35427	PATE4	prostate and testis expressed 4	NM_001144874	399968	NM_001144874
HGNC:28881	PATJ	PATJ, crumbs cell polarity complex component	NM_170605	10207	NM_001350145
HGNC:26721	PATL1	PAT1 homolog 1, processing body mRNA decay factor	NM_152716	219988	NM_152716
HGNC:33630	PATL2	PAT1 homolog 2	NM_001145112	197135	NM_001145112
HGNC:13071	PATZ1	POZ/BTB and AT hook containing zinc finger 1	NM_032052	23598	NM_014323
HGNC:49670	PAUPAR	PAX6 upstream antisense RNA		103157000	NR_117094
HGNC:8614	PAWR	pro-apoptotic WT1 regulator	NM_002583	5074	NM_001354732
HGNC:45201	PAWRP1	pro-apoptotic WT1 regulator pseudogene 1	NG_025536	100420526	NG_025536
HGNC:45202	PAWRP2	pro-apoptotic WT1 regulator pseudogene 2	NG_026355	100420535	NG_026355
HGNC:8615	PAX1	paired box 1		5075	NM_001257096
HGNC:8616	PAX2	paired box 2		5076	NM_000278
HGNC:8617	PAX3	paired box 3		5077	NM_000438
HGNC:8618	PAX4	paired box 4		5078	NM_006193
HGNC:8619	PAX5	paired box 5		5079	NM_001280547
HGNC:8620	PAX6	paired box 6	NM_001604	5080	NM_000280
HGNC:53448	PAX6-AS1	PAX6 antisense RNA 1	NR_033971	440034	NR_033971
HGNC:8621	PAX7	paired box 7	NM_002584	5081	NM_001135254
HGNC:8622	PAX8	paired box 8		7849	NM_003466
HGNC:49271	PAX8-AS1	PAX8 antisense RNA 1		654433	NR_015377
HGNC:8623	PAX9	paired box 9		5083	NM_006194
HGNC:13579	PAXBP1	PAX3 and PAX7 binding protein 1	NM_013329	94104	NM_013329
HGNC:39603	PAXBP1-AS1	PAXBP1 antisense RNA 1		100506215	NR_038879
HGNC:50352	PAXBP1P1	PAX3 and PAX7 binding protein 1 pseudogene 1		106481704	NG_043245
HGNC:8624	PAXIP1	PAX interacting protein 1	NM_007349	22976	NM_007349
HGNC:27328	PAXIP1-AS1	PAXIP1 antisense RNA 1 (head to head)	NR_028090	202781	NR_028090
HGNC:48958	PAXIP1-AS2	PAXIP1 antisense RNA 2	NR_024476	100132707	NR_024476
HGNC:27849	PAXX	PAXX, non-homologous end joining factor	NM_183241	286257	NM_001329678
HGNC:8625	PBCRA1	progressive bifocal chorioretinal atrophy 1		7948	
HGNC:28790	PBDC1	polysaccharide biosynthesis domain containing 1	NM_016500	51260	NM_001300888
HGNC:8626	PBDX~withdrawn	symbol withdrawn, see XG			
HGNC:8627	PBG1	pancreatic beta cell glycoprotein 1		5084	
HGNC:8628	PBGD~withdrawn	symbol withdrawn, see HMBS			
HGNC:18282	PBK	PDZ binding kinase	NM_018492	55872	NM_001278945
HGNC:23301	PBLD	phenazine biosynthesis like protein domain containing	NM_022129	64081	NM_001033083
HGNC:8629	PBM1~withdrawn	symbol withdrawn, see AFF1			
HGNC:21079	PBOV1	prostate and breast cancer overexpressed 1	NM_021635	59351	NM_021635
HGNC:30064	PBRM1	polybromo 1	NM_018165	55193	NM_001350074
HGNC:8631	PBT~withdrawn	symbol withdrawn, see KIT			
HGNC:8632	PBX1	PBX homeobox 1	NM_002585	5087	NM_001204961
HGNC:8633	PBX2	PBX homeobox 2		5089	NM_002586
HGNC:8635	PBX2P1	PBX homeobox 2 pseudogene 1	NG_002434	5088	NG_002434
HGNC:8634	PBX3	PBX homeobox 3		5090	NM_001134778
HGNC:13403	PBX4	PBX homeobox 4		80714	NM_025245
HGNC:21199	PBXIP1	PBX homeobox interacting protein 1	NM_020524	57326	NM_001317734
HGNC:8636	PC	pyruvate carboxylase	NM_001040716	5091	NM_000920
HGNC:8637	PCA3	prostate cancer associated 3	NR_015342	50652	NR_015342
HGNC:8639	PCANAP1~withdrawn	symbol withdrawn, see STEAP2			
HGNC:8640	PCANAP2~withdrawn	symbol withdrawn, see SLC45A3			
HGNC:8641	PCANAP5~withdrawn	symbol withdrawn, see ANO7			
HGNC:8643	PCANAP7~withdrawn	symbol withdrawn, see SYT7			
HGNC:8644	PCANAP8~withdrawn	symbol withdrawn, see SLC45A3			
HGNC:8645	PCAP	predisposing for prostate cancer		7834	
HGNC:34383	PCARE	photoreceptor cilium actin regulator	NM_001029883	388939	NM_001029883
HGNC:43022	PCAT1	prostate cancer associated transcript 1	NR_045262	100750225	NR_045262
HGNC:45089	PCAT2	prostate cancer associated transcript 2		103164619	NR_119373
HGNC:24853	PCAT4	prostate cancer associated transcript 4	NR_026555	118425	NR_026555
HGNC:48665	PCAT5	prostate cancer associated transcript 5	NR_110138	102578074	NR_110138
HGNC:43714	PCAT6	prostate cancer associated transcript 6	NR_046325	100506696	NR_046325
HGNC:48824	PCAT7	prostate cancer associated transcript 7	NR_121566	101928099	NR_121566
HGNC:48977	PCAT14	prostate cancer associated transcript 14	NR_109832	101978785	NR_109832
HGNC:49211	PCAT18	prostate cancer associated transcript 18		728606	NR_024259
HGNC:49593	PCAT19	prostate cancer associated transcript 19	NR_040109	100505495	NR_040109
HGNC:50895	PCAT29	prostate cancer associated transcript 29	NR_126437	104472713	NR_126437
HGNC:8646	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	NM_000281	5092	NM_000281
HGNC:24474	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2	NM_032151	84105	NM_032151
HGNC:8647	PCBP1	poly(rC) binding protein 1	NM_006196	5093	NM_006196
HGNC:42948	PCBP1-AS1	PCBP1 antisense RNA 1	NR_033872	400960	NR_033872
HGNC:8648	PCBP2	poly(rC) binding protein 2	NM_005016	5094	NM_001098620
HGNC:49150	PCBP2-OT1	PCBP2 overlapping transcript 1	NR_109828	102157401	NR_109828
HGNC:8649	PCBP2P1	poly(rC) binding protein 2 pseudogene 1	NG_000916	101060045	NG_033131
HGNC:8650	PCBP2P2	poly(rC) binding protein 2 pseudogene 2		286157	NG_008071
HGNC:39032	PCBP2P3	poly(rC) binding protein 2 pseudogene 3		100131236	NG_021857
HGNC:8651	PCBP3	poly(rC) binding protein 3		54039	NM_001130141
HGNC:33548	PCBP3-OT1~withdrawn	symbol withdrawn, see PCBP3			
HGNC:8652	PCBP4	poly(rC) binding protein 4	NM_020418	57060	NM_001174100
HGNC:8653	PCCA	propionyl-CoA carboxylase subunit alpha		5095	NM_000282
HGNC:39901	PCCA-AS1	PCCA antisense RNA 1		100885777	NR_047686
HGNC:8654	PCCB	propionyl-CoA carboxylase subunit beta		5096	NM_000532
HGNC:8655	PCDH1	protocadherin 1	NM_032420	5097	NM_001278613
HGNC:8658	PCDH2~withdrawn	symbol withdrawn, see PCDHGC3			
HGNC:8659	PCDH7	protocadherin 7	NM_032457, NM_002589	5099	NM_001173523
HGNC:8660	PCDH8	protocadherin 8	NM_002590	5100	NM_002590
HGNC:39937	PCDH8P1	protocadherin 8 pseudogene 1		100133285	NG_011534
HGNC:8661	PCDH9	protocadherin 9	NM_203487	5101	NM_001318372
HGNC:39897	PCDH9-AS1	PCDH9 antisense RNA 1		100874065	
HGNC:39896	PCDH9-AS2	PCDH9 antisense RNA 2		100874064	NR_046527
HGNC:40427	PCDH9-AS3	PCDH9 antisense RNA 3		100874086	NR_046636
